reviewerID,ReviewTime,Category,Attribute,Score,Reason
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,5,The reviewer loves the green color and lots of people have commented on them.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,5,The reviewer loves the green color and lots of people have commented on them.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,5,The reviewer loves the green color and lots of people have commented on them.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,4,Sizing wasn't an issue because they already knew their Converse size.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,4,Sizing wasn't an issue because they already knew their Converse size.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,4,Sizing wasn't an issue because they already knew their Converse size.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,4,Sizing wasn't an issue because they already knew their Converse size.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Comfort,4,"The reviewer already knew their Converse size from other colors, implying consistent comfort."
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Comfort,4,"The reviewer already knew their Converse size from other colors, implying consistent comfort."
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Comfort,4,"The reviewer already knew their Converse size from other colors, implying consistent comfort."
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Comfort,4,"The reviewer already knew their Converse size from other colors, implying consistent comfort."
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,4,The pink is a nice subdued shade.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,4,The pink is a nice subdued shade.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,4,The pink is a nice subdued shade.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Design and Aesthetics,4,The pink is a nice subdued shade.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Durability and Strength,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Price,,
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,3,The reviewer notes the high-tops can take a little more work to get on.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,3,The reviewer notes the high-tops can take a little more work to get on.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,3,The reviewer notes the high-tops can take a little more work to get on.
A2QHW8NXVTPW8K,2013-12-30 00:00:00 UTC,Footwear,Others,3,The reviewer notes the high-tops can take a little more work to get on.
A237PUIYZE7WKP,2013-12-30 00:00:00 UTC,Outerwear,Comfort,4,The jacket is warm.
A237PUIYZE7WKP,2013-12-30 00:00:00 UTC,Outerwear,Design and Aesthetics,-2,The hood rides up on the head and is uncomfortable.
A237PUIYZE7WKP,2013-12-30 00:00:00 UTC,Outerwear,Durability and Strength,,
A237PUIYZE7WKP,2013-12-30 00:00:00 UTC,Outerwear,Price,,
A237PUIYZE7WKP,2013-12-30 00:00:00 UTC,Outerwear,Others,-3,The material attracts lint and pet hair like a magnet.
A14ZREJMW7ITMH,2013-12-30 00:00:00 UTC,Innerwear,Comfort,5,These are now my son's new favorite briefs.
A14ZREJMW7ITMH,2013-12-30 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A14ZREJMW7ITMH,2013-12-30 00:00:00 UTC,Innerwear,Durability and Strength,,
A14ZREJMW7ITMH,2013-12-30 00:00:00 UTC,Innerwear,Price,,
A14ZREJMW7ITMH,2013-12-30 00:00:00 UTC,Innerwear,Others,,
A3UL6NI04LPAMP,2013-12-31 00:00:00 UTC,Accessories,Comfort,,
A3UL6NI04LPAMP,2013-12-31 00:00:00 UTC,Accessories,Design and Aesthetics,5,The wallet looks good.
A3UL6NI04LPAMP,2013-12-31 00:00:00 UTC,Accessories,Durability and Strength,,
A3UL6NI04LPAMP,2013-12-31 00:00:00 UTC,Accessories,Price,,
A3UL6NI04LPAMP,2013-12-31 00:00:00 UTC,Accessories,Others,5,"The wallet fits all, suggesting it meets the reviewer's needs perfectly."
A2Y4R982HCHU6K,2013-12-31 00:00:00 UTC,Bottoms,Comfort,,
A2Y4R982HCHU6K,2013-12-31 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2Y4R982HCHU6K,2013-12-31 00:00:00 UTC,Bottoms,Durability and Strength,5,These jeans are the real deal.
A2Y4R982HCHU6K,2013-12-31 00:00:00 UTC,Bottoms,Price,4,The extra cost over cheap jeans is worth it.
A2Y4R982HCHU6K,2013-12-31 00:00:00 UTC,Bottoms,Others,5,They are my favorite casual/work jeans.
A216SKRFFQU4ZM,2013-12-31 00:00:00 UTC,Other,Comfort,3,He was running around getting wedgies.
A216SKRFFQU4ZM,2013-12-31 00:00:00 UTC,Other,Design and Aesthetics,,
A216SKRFFQU4ZM,2013-12-31 00:00:00 UTC,Other,Durability and Strength,,
A216SKRFFQU4ZM,2013-12-31 00:00:00 UTC,Other,Price,,
A216SKRFFQU4ZM,2013-12-31 00:00:00 UTC,Other,Others,5,All that really matters is that he loves loves loves it.
A3P73GMNTWDJ2S,2013-12-31 00:00:00 UTC,Tops,Comfort,,
A3P73GMNTWDJ2S,2013-12-31 00:00:00 UTC,Tops,Design and Aesthetics,,
A3P73GMNTWDJ2S,2013-12-31 00:00:00 UTC,Tops,Durability and Strength,5,"Wash dozens of times and they keep their shape and color, indicating very good quality."
A3P73GMNTWDJ2S,2013-12-31 00:00:00 UTC,Tops,Price,,
A3P73GMNTWDJ2S,2013-12-31 00:00:00 UTC,Tops,Others,4,The shirts run big but it's nice to have shirts that don't keep shrinking.
A14I6MXBSI0BX,2013-12-31 00:00:00 UTC,Bottoms,Comfort,,
A14I6MXBSI0BX,2013-12-31 00:00:00 UTC,Bottoms,Design and Aesthetics,3,The color pretty much matches what it looked like online.
A14I6MXBSI0BX,2013-12-31 00:00:00 UTC,Bottoms,Durability and Strength,,
A14I6MXBSI0BX,2013-12-31 00:00:00 UTC,Bottoms,Price,,
A14I6MXBSI0BX,2013-12-31 00:00:00 UTC,Bottoms,Others,5,These fit him perfectly and it is easy to order online.
A185A4DG5KF8P,2014-01-01 00:00:00 UTC,Innerwear,Comfort,5,"The reviewer explicitly states the panties are comfortable with a stretch, smooth, and soft feel."
A185A4DG5KF8P,2014-01-01 00:00:00 UTC,Innerwear,Design and Aesthetics,4,"The reviewer finds them very sexy looking, but wishes the backside was slightly lower."
A185A4DG5KF8P,2014-01-01 00:00:00 UTC,Innerwear,Durability and Strength,3,"The fabric holds the reviewer in better than any other panty, suggesting decent strength."
A185A4DG5KF8P,2014-01-01 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
A185A4DG5KF8P,2014-01-01 00:00:00 UTC,Innerwear,Others,5,The reviewer is very happy with the fit and size.
A11FX8HL2ANK6T,2014-01-01 00:00:00 UTC,Bottoms,Comfort,5,The reviewer mentions the fit and feel is marvelous and they feel like a second skin after washings.
A11FX8HL2ANK6T,2014-01-01 00:00:00 UTC,Bottoms,Design and Aesthetics,4,The jeans are considered iconic and classic in design.
A11FX8HL2ANK6T,2014-01-01 00:00:00 UTC,Bottoms,Durability and Strength,5,"The reviewer notes the heavy denim, reinforced stitching, and solid brass rivets indicating high durability."
A11FX8HL2ANK6T,2014-01-01 00:00:00 UTC,Bottoms,Price,5,The reviewer states that the price is sensational compared to other stores.
A11FX8HL2ANK6T,2014-01-01 00:00:00 UTC,Bottoms,Others,5,The jeans arrived quickly and the fit is marvelous.
AG9ETGPKXG1VL,2014-01-01 00:00:00 UTC,Innerwear,Comfort,5,The reviewer states the product is very comfy.
AG9ETGPKXG1VL,2014-01-01 00:00:00 UTC,Innerwear,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
AG9ETGPKXG1VL,2014-01-01 00:00:00 UTC,Innerwear,Durability and Strength,,Durability and strength are not mentioned in this review.
AG9ETGPKXG1VL,2014-01-01 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
AG9ETGPKXG1VL,2014-01-01 00:00:00 UTC,Innerwear,Others,5,"The reviewer mentions good fit and would buy again, indicating overall satisfaction."
A35TZUAADJKBXK,2014-01-01 00:00:00 UTC,Other,Comfort,,Comfort is not mentioned in this review.
A35TZUAADJKBXK,2014-01-01 00:00:00 UTC,Other,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A35TZUAADJKBXK,2014-01-01 00:00:00 UTC,Other,Durability and Strength,4,The reviewer mentions the quality is good.
A35TZUAADJKBXK,2014-01-01 00:00:00 UTC,Other,Price,-2,The reviewer thinks the item is a little overpriced.
A35TZUAADJKBXK,2014-01-01 00:00:00 UTC,Other,Others,,No other attributes mentioned.
AKMXISOR6MF7B,2014-01-02 00:00:00 UTC,Other,Comfort,,"Comfort is not explicitly mentioned, though implied by needing the right size."
AKMXISOR6MF7B,2014-01-02 00:00:00 UTC,Other,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
AKMXISOR6MF7B,2014-01-02 00:00:00 UTC,Other,Durability and Strength,,Durability and strength are not mentioned in this review.
AKMXISOR6MF7B,2014-01-02 00:00:00 UTC,Other,Price,4,The reviewer mentions the item was approx $40 cheaper than at a local store.
AKMXISOR6MF7B,2014-01-02 00:00:00 UTC,Other,Others,-5,The reviewer had to order several sizes larger than normal to get the right fit.
ATZFZONPLXQJN,2014-01-02 00:00:00 UTC,Footwear,Comfort,5,The reviewer explicitly states the sneakers are comfortable.
ATZFZONPLXQJN,2014-01-02 00:00:00 UTC,Footwear,Design and Aesthetics,5,The reviewer loves the look of the all-white sneakers.
ATZFZONPLXQJN,2014-01-02 00:00:00 UTC,Footwear,Durability and Strength,,Durability and strength are not mentioned in this review.
ATZFZONPLXQJN,2014-01-02 00:00:00 UTC,Footwear,Price,,Price is not mentioned in this review.
ATZFZONPLXQJN,2014-01-02 00:00:00 UTC,Footwear,Others,5,The reviewer is pleased with the fit and recommends the sneakers.
A1JK7KFBZ4J3JJ,2014-01-02 00:00:00 UTC,Innerwear,Comfort,5,The reviewer states that the product is very comfortable.
A1JK7KFBZ4J3JJ,2014-01-02 00:00:00 UTC,Innerwear,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A1JK7KFBZ4J3JJ,2014-01-02 00:00:00 UTC,Innerwear,Durability and Strength,,Durability and strength are not mentioned in this review.
A1JK7KFBZ4J3JJ,2014-01-02 00:00:00 UTC,Innerwear,Price,5,The reviewer states the product is an excellent value.
A1JK7KFBZ4J3JJ,2014-01-02 00:00:00 UTC,Innerwear,Others,5,The reviewer mentions that they fit nicely and stay put.
A1Q4JQZHICXCDU,2014-01-03 00:00:00 UTC,Other,Comfort,,Comfort is not mentioned in this review.
A1Q4JQZHICXCDU,2014-01-03 00:00:00 UTC,Other,Design and Aesthetics,4,The reviewer finds this design better than another boot drier with a fan.
A1Q4JQZHICXCDU,2014-01-03 00:00:00 UTC,Other,Durability and Strength,,Durability and strength are not mentioned in this review.
A1Q4JQZHICXCDU,2014-01-03 00:00:00 UTC,Other,Price,,Price is not mentioned in this review.
A1Q4JQZHICXCDU,2014-01-03 00:00:00 UTC,Other,Others,5,The boot dryer works effectively and quietly.
AGB0Z4N9E71S,2014-01-03 00:00:00 UTC,Innerwear,Comfort,5,The reviewer says the socks are easy on the feet.
AGB0Z4N9E71S,2014-01-03 00:00:00 UTC,Innerwear,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
AGB0Z4N9E71S,2014-01-03 00:00:00 UTC,Innerwear,Durability and Strength,5,The reviewer enjoys the quality of the socks.
AGB0Z4N9E71S,2014-01-03 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
AGB0Z4N9E71S,2014-01-03 00:00:00 UTC,Innerwear,Others,5,The socks have a great fit and are easy to wash and dry.
A2PLHV5F0GLVU9,2014-01-04 00:00:00 UTC,Innerwear,Comfort,,Comfort is not mentioned in this review.
A2PLHV5F0GLVU9,2014-01-04 00:00:00 UTC,Innerwear,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A2PLHV5F0GLVU9,2014-01-04 00:00:00 UTC,Innerwear,Durability and Strength,5,The reviewer says the stockings are excellent quality.
A2PLHV5F0GLVU9,2014-01-04 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
A2PLHV5F0GLVU9,2014-01-04 00:00:00 UTC,Innerwear,Others,5,The reviewer is very pleased with the product.
AN6IFVZ2ZWFQ5,2014-01-04 00:00:00 UTC,Bottoms,Comfort,5,The reviewer states it's nice to have a comfortable pair of jeans.
AN6IFVZ2ZWFQ5,2014-01-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
AN6IFVZ2ZWFQ5,2014-01-04 00:00:00 UTC,Bottoms,Durability and Strength,,Durability is only cautiously approached.
AN6IFVZ2ZWFQ5,2014-01-04 00:00:00 UTC,Bottoms,Price,,Price is not mentioned in this review.
AN6IFVZ2ZWFQ5,2014-01-04 00:00:00 UTC,Bottoms,Others,4,The jeans fit great for the reviewer's size.
A18KXVYPK6X2T2,2014-01-05 00:00:00 UTC,Innerwear,Comfort,,Comfort is not mentioned in this review.
A18KXVYPK6X2T2,2014-01-05 00:00:00 UTC,Innerwear,Design and Aesthetics,5,The reviewer loves the look and the size of the netting.
A18KXVYPK6X2T2,2014-01-05 00:00:00 UTC,Innerwear,Durability and Strength,,Durability and strength are not mentioned in this review.
A18KXVYPK6X2T2,2014-01-05 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
A18KXVYPK6X2T2,2014-01-05 00:00:00 UTC,Innerwear,Others,5,The reviewer mentions they fit perfectly and are very nice.
AS3J36EQ4AJGG,2014-01-05 00:00:00 UTC,Tops,Comfort,,Comfort is not explicitly mentioned.
AS3J36EQ4AJGG,2014-01-05 00:00:00 UTC,Tops,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
AS3J36EQ4AJGG,2014-01-05 00:00:00 UTC,Tops,Durability and Strength,5,The reviewer states the shirts are very durable and long-lasting.
AS3J36EQ4AJGG,2014-01-05 00:00:00 UTC,Tops,Price,,Price is not mentioned in this review.
AS3J36EQ4AJGG,2014-01-05 00:00:00 UTC,Tops,Others,5,The reviewer's husband prefers these shirts.
A3PE6X32LZGMBN,2014-01-05 00:00:00 UTC,Footwear,Comfort,5,"The reviewer found them to fit almost perfectly and feel like they were made for their feet, also stating they 'cradle' the feet exactly."
A3PE6X32LZGMBN,2014-01-05 00:00:00 UTC,Footwear,Design and Aesthetics,4,The reviewer likes the way they sort of tip up in the front.
A3PE6X32LZGMBN,2014-01-05 00:00:00 UTC,Footwear,Durability and Strength,4,The reviewer states that they seem to be well-made.
A3PE6X32LZGMBN,2014-01-05 00:00:00 UTC,Footwear,Price,,The reviewer was only willing to buy on sale.
A3PE6X32LZGMBN,2014-01-05 00:00:00 UTC,Footwear,Others,5,The reviewer is extremely happy with the fit and overall suitability for their specific foot issues.
A2N13QBSFBYFV0,2014-01-05 00:00:00 UTC,Sportswear,Comfort,5,The reviewer mentions the product is comfortable for yoga.
A2N13QBSFBYFV0,2014-01-05 00:00:00 UTC,Sportswear,Design and Aesthetics,,The reviewer mentions that can be worn casually and is not too short.
A2N13QBSFBYFV0,2014-01-05 00:00:00 UTC,Sportswear,Durability and Strength,,Durability and strength are not mentioned in this review.
A2N13QBSFBYFV0,2014-01-05 00:00:00 UTC,Sportswear,Price,,Price is not mentioned in this review.
A2N13QBSFBYFV0,2014-01-05 00:00:00 UTC,Sportswear,Others,5,The reviewer is happy it fits great and has pockets.
A6EKW57XIY98F,2014-01-05 00:00:00 UTC,Other,Comfort,,Comfort is not mentioned in this review.
A6EKW57XIY98F,2014-01-05 00:00:00 UTC,Other,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A6EKW57XIY98F,2014-01-05 00:00:00 UTC,Other,Durability and Strength,,Durability and strength are not mentioned in this review.
A6EKW57XIY98F,2014-01-05 00:00:00 UTC,Other,Price,5,The reviewer states it is good value for the money.
A6EKW57XIY98F,2014-01-05 00:00:00 UTC,Other,Others,5,The reviewer is happy and would recommend it.
A21OBYW0N5ENS7,2014-01-06 00:00:00 UTC,Innerwear,Comfort,5,The reviewer needs a sock that will keep their feet dry and comfortable and that they are comfortable.
A21OBYW0N5ENS7,2014-01-06 00:00:00 UTC,Innerwear,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A21OBYW0N5ENS7,2014-01-06 00:00:00 UTC,Innerwear,Durability and Strength,5,"The reviewer needs a sock that will last, and mentions the socks are durable."
A21OBYW0N5ENS7,2014-01-06 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
A21OBYW0N5ENS7,2014-01-06 00:00:00 UTC,Innerwear,Others,5,The reviewer recommends the product.
A21J84P31D9KC9,2014-01-06 00:00:00 UTC,Other,Comfort,,Comfort is not mentioned in this review.
A21J84P31D9KC9,2014-01-06 00:00:00 UTC,Other,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A21J84P31D9KC9,2014-01-06 00:00:00 UTC,Other,Durability and Strength,5,The reviewer states reliable quality.
A21J84P31D9KC9,2014-01-06 00:00:00 UTC,Other,Price,-5,The reviewer questions if the product is worth the money.
A21J84P31D9KC9,2014-01-06 00:00:00 UTC,Other,Others,5,The reviewer is happy to find the right size.
A5VOUMN5JTANL,2014-01-06 00:00:00 UTC,Innerwear,Comfort,5,The reviewer states the socks are very comfortable.
A5VOUMN5JTANL,2014-01-06 00:00:00 UTC,Innerwear,Design and Aesthetics,,Design and aesthetics are not mentioned in this review.
A5VOUMN5JTANL,2014-01-06 00:00:00 UTC,Innerwear,Durability and Strength,4,The reinforced area on the heel suggests durability.
A5VOUMN5JTANL,2014-01-06 00:00:00 UTC,Innerwear,Price,,Price is not mentioned in this review.
A5VOUMN5JTANL,2014-01-06 00:00:00 UTC,Innerwear,Others,5,The socks fit well and the vented area is appreciated.
AA7KPZMGUDQWO,2014-01-06 00:00:00 UTC,Accessories,Comfort,,Comfort is not mentioned in this review.
AA7KPZMGUDQWO,2014-01-06 00:00:00 UTC,Accessories,Design and Aesthetics,5,"The necklace is super shiny and nice, with a diamond cut that sparkles."
AA7KPZMGUDQWO,2014-01-06 00:00:00 UTC,Accessories,Durability and Strength,,Durability and strength are not mentioned in this review.
AA7KPZMGUDQWO,2014-01-06 00:00:00 UTC,Accessories,Price,5,The reviewer says it's at a good price.
AA7KPZMGUDQWO,2014-01-06 00:00:00 UTC,Accessories,Others,4,"The necklace arrived super fast and in a secure box, though the reviewer regrets the size they chose."
AZNS7TH82KH9K,2013-12-20 00:00:00 UTC,Innerwear,Comfort,5,The reviewer explicitly states the bra is supportive and comfortable.
AZNS7TH82KH9K,2013-12-20 00:00:00 UTC,Innerwear,Design and Aesthetics,2,"The reviewer is not a big fan of the T-back/sports bra styling, but it works in this case."
AZNS7TH82KH9K,2013-12-20 00:00:00 UTC,Innerwear,Durability and Strength,,Not mentioned
AZNS7TH82KH9K,2013-12-20 00:00:00 UTC,Innerwear,Price,,Not mentioned
AZNS7TH82KH9K,2013-12-20 00:00:00 UTC,Innerwear,Others,4,The bra fits well and looks nice under tee shirts.
A113N1RNN1ICCM,2013-12-21 00:00:00 UTC,Outerwear,Comfort,,Not mentioned
A113N1RNN1ICCM,2013-12-21 00:00:00 UTC,Outerwear,Design and Aesthetics,5,The reviewer gets compliments every time they wear the jacket.
A113N1RNN1ICCM,2013-12-21 00:00:00 UTC,Outerwear,Durability and Strength,,Not mentioned
A113N1RNN1ICCM,2013-12-21 00:00:00 UTC,Outerwear,Price,,Not mentioned
A113N1RNN1ICCM,2013-12-21 00:00:00 UTC,Outerwear,Others,3,"The jacket is sized a little large, but fits beautifully after reordering."
A2H5MB40X1FZJ,2013-12-22 00:00:00 UTC,Innerwear,Comfort,4,The reviewer states that the panties fit nice.
A2H5MB40X1FZJ,2013-12-22 00:00:00 UTC,Innerwear,Design and Aesthetics,4,The reviewer loves the Apple Blossom color.
A2H5MB40X1FZJ,2013-12-22 00:00:00 UTC,Innerwear,Durability and Strength,4,The reviewer mentions that the panties last a long time with proper care.
A2H5MB40X1FZJ,2013-12-22 00:00:00 UTC,Innerwear,Price,,Not mentioned
A2H5MB40X1FZJ,2013-12-22 00:00:00 UTC,Innerwear,Others,,Not mentioned
AXF2O7CZNVT7B,2013-12-22 00:00:00 UTC,Footwear,Comfort,5,The reviewer states that the shoes are great and comfortable for taking long walks.
AXF2O7CZNVT7B,2013-12-22 00:00:00 UTC,Footwear,Design and Aesthetics,,Not mentioned
AXF2O7CZNVT7B,2013-12-22 00:00:00 UTC,Footwear,Durability and Strength,,Not mentioned
AXF2O7CZNVT7B,2013-12-22 00:00:00 UTC,Footwear,Price,,Not mentioned
AXF2O7CZNVT7B,2013-12-22 00:00:00 UTC,Footwear,Others,5,The reviewer mentions that the shoes were a perfect fit for their wide feet.
A3NLKFD2LKG06R,2013-12-22 00:00:00 UTC,Footwear,Comfort,,Not mentioned
A3NLKFD2LKG06R,2013-12-22 00:00:00 UTC,Footwear,Design and Aesthetics,,Not mentioned
A3NLKFD2LKG06R,2013-12-22 00:00:00 UTC,Footwear,Durability and Strength,1,The reviewer mentions that the shoes stink after being worn almost every day.
A3NLKFD2LKG06R,2013-12-22 00:00:00 UTC,Footwear,Price,,Not mentioned
A3NLKFD2LKG06R,2013-12-22 00:00:00 UTC,Footwear,Others,5,The reviewer loves these shoes and wears them until they can't wear them anymore.
APES2SVSGUBIO,2013-12-23 00:00:00 UTC,Bottoms,Comfort,,Not mentioned
APES2SVSGUBIO,2013-12-23 00:00:00 UTC,Bottoms,Design and Aesthetics,3,They can also wear them for casual wear
APES2SVSGUBIO,2013-12-23 00:00:00 UTC,Bottoms,Durability and Strength,5,The reviewer states that Carhartt jeans hold up well.
APES2SVSGUBIO,2013-12-23 00:00:00 UTC,Bottoms,Price,,Not mentioned
APES2SVSGUBIO,2013-12-23 00:00:00 UTC,Bottoms,Others,,Not mentioned
AVCBXF48DVFLV,2013-12-23 00:00:00 UTC,Bottoms,Comfort,,Not mentioned
AVCBXF48DVFLV,2013-12-23 00:00:00 UTC,Bottoms,Design and Aesthetics,4,The reviewer loves the color of the product.
AVCBXF48DVFLV,2013-12-23 00:00:00 UTC,Bottoms,Durability and Strength,,Not mentioned
AVCBXF48DVFLV,2013-12-23 00:00:00 UTC,Bottoms,Price,,Not mentioned
AVCBXF48DVFLV,2013-12-23 00:00:00 UTC,Bottoms,Others,4,The reviewer states that the product fits quite good.
A1SDEG7BA0ZDGO,2013-12-24 00:00:00 UTC,Accessories,Comfort,,Not mentioned
A1SDEG7BA0ZDGO,2013-12-24 00:00:00 UTC,Accessories,Design and Aesthetics,5,The reviewer says it is much nicer looking in reality than the picture and fell in love with it.
A1SDEG7BA0ZDGO,2013-12-24 00:00:00 UTC,Accessories,Durability and Strength,,Not mentioned
A1SDEG7BA0ZDGO,2013-12-24 00:00:00 UTC,Accessories,Price,,Not mentioned
A1SDEG7BA0ZDGO,2013-12-24 00:00:00 UTC,Accessories,Others,4,The watch was delivered just in time.
A3L6ZW38MFTAU7,2013-12-24 00:00:00 UTC,Innerwear,Comfort,,Not mentioned
A3L6ZW38MFTAU7,2013-12-24 00:00:00 UTC,Innerwear,Design and Aesthetics,4,The reviewer states the color stays true.
A3L6ZW38MFTAU7,2013-12-24 00:00:00 UTC,Innerwear,Durability and Strength,4,The reviewer mentions that the gowns wash well.
A3L6ZW38MFTAU7,2013-12-24 00:00:00 UTC,Innerwear,Price,,Not mentioned
A3L6ZW38MFTAU7,2013-12-24 00:00:00 UTC,Innerwear,Others,5,This gown is very well made and great weight.
AXF514L0AH99G,2013-12-25 00:00:00 UTC,Outerwear,Comfort,4,The reviewer states that it keeps them comfortable while driving.
AXF514L0AH99G,2013-12-25 00:00:00 UTC,Outerwear,Design and Aesthetics,,Not mentioned
AXF514L0AH99G,2013-12-25 00:00:00 UTC,Outerwear,Durability and Strength,5,The reviewer says it will last for multiple Fargo winters.
AXF514L0AH99G,2013-12-25 00:00:00 UTC,Outerwear,Price,,Not mentioned
AXF514L0AH99G,2013-12-25 00:00:00 UTC,Outerwear,Others,5,The jacket fits perfectly and has lots of pockets.
A2H0H8ET4XEYB2,2013-12-25 00:00:00 UTC,Innerwear,Comfort,4,"This is very comfortable and stretchy, easy to get on and off."
A2H0H8ET4XEYB2,2013-12-25 00:00:00 UTC,Innerwear,Design and Aesthetics,,Not mentioned
A2H0H8ET4XEYB2,2013-12-25 00:00:00 UTC,Innerwear,Durability and Strength,-1,it's easy to stick your toe through the large mesh in the foot.
A2H0H8ET4XEYB2,2013-12-25 00:00:00 UTC,Innerwear,Price,,Not mentioned
A2H0H8ET4XEYB2,2013-12-25 00:00:00 UTC,Innerwear,Others,4,my husband liked it so I'm pleased.
A3LW1UTCWTBY3C,2013-12-25 00:00:00 UTC,Accessories,Comfort,,Not mentioned
A3LW1UTCWTBY3C,2013-12-25 00:00:00 UTC,Accessories,Design and Aesthetics,,Not mentioned
A3LW1UTCWTBY3C,2013-12-25 00:00:00 UTC,Accessories,Durability and Strength,4,It is sturdy
A3LW1UTCWTBY3C,2013-12-25 00:00:00 UTC,Accessories,Price,,Not mentioned
A3LW1UTCWTBY3C,2013-12-25 00:00:00 UTC,Accessories,Others,5,It keeps everything organized and in one place for easy access and it is also waterproof.
A3PPQCKQJXIFU3,2013-12-25 00:00:00 UTC,Accessories,Comfort,,Not mentioned
A3PPQCKQJXIFU3,2013-12-25 00:00:00 UTC,Accessories,Design and Aesthetics,,Not mentioned
A3PPQCKQJXIFU3,2013-12-25 00:00:00 UTC,Accessories,Durability and Strength,,Not mentioned
A3PPQCKQJXIFU3,2013-12-25 00:00:00 UTC,Accessories,Price,,Not mentioned
A3PPQCKQJXIFU3,2013-12-25 00:00:00 UTC,Accessories,Others,3,They fit perfectly in one shoe and a little bit on the tight side on the other.
A3DZ6ZVQ8IMX0L,2013-12-25 00:00:00 UTC,Accessories,Comfort,,Not mentioned
A3DZ6ZVQ8IMX0L,2013-12-25 00:00:00 UTC,Accessories,Design and Aesthetics,5,The reviewer gets compliments on the earrings and describes the blue color as beautiful and subdued.
A3DZ6ZVQ8IMX0L,2013-12-25 00:00:00 UTC,Accessories,Durability and Strength,,Not mentioned
