reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AWRM7YO706L4L,B0000ZD54S,KatMama,"[0, 0]","I've had to use these running shorts along with my previous pair of too-short shorts. The Champion brand are great for wicking away sweat and keeping a tender body area dry however they are extremely see-through immediately upon putting them on! If I wear my black running shorts over these I get the best of both worlds, but for the price of these shorts I would prefer to only need one bottom that has thick enough fabric to not show off my underwear/skin.",3,"Good for wicking away sweat, but transparent!",1360800000,2013-02-14 00:00:00
A1QSOTG7XORCGN,B0001LMRWM,"Joan S. Leland ""J""","[2, 2]","I like how comfortable this bra is, and although all other bra's are at 40DDD this was to big, so will reorder in a smaller size.  It's in the wash now, so hoping it will fit better after the second wash.. we'll see.  I do LOVE Natori as rule.",3,"VERY comfortable, but sized wrong",1360886400,2013-02-15 00:00:00
A11HU2RI6JWKUG,B0001YS25K,Kooken,"[0, 0]","just not a big fan of the reg fit. I am used to the relaxed, but for some reason, there is none avail in my size",3,regular fit,1360886400,2013-02-15 00:00:00
AZ1119BK1WNOP,B00007FFL9,Arline K. Beck,"[0, 0]",the ring is pretty but just a little to flashy for me the band is not made for small hands,3,the gold overlay is just a little to bright,1361491200,2013-02-22 00:00:00
A2HL6I3GU3ELGQ,B0000TW41Y,Foxtrot87,"[3, 4]",Nice pair of pants but when compared to a pair of 30 x 30 carhartts that I currently own this new pair was 3&#34; longer.,3,Too long,1361750400,2013-02-25 00:00:00
A1O6DIMRSN0ZL0,B0001455AU,V. Stufft,"[0, 0]","I have worn this style for several years now and this is the first time I have ever purchase them online.  They are not the same bra. They have changed the way they have made it. they are using cheaper products, less material around the wire so it rubs against your skin and my boobs look pointed in these for some reason, my other one's do not do that. ( I purchased my other bra's at macy's and JCPenney)  Are they worth 24 dollars ( give or take).  Not really, I keep telling myself, self.... do not purchase anything you can't try on, online, but do I listen....no....and I'm almost always disappointed with the clothing and shoe purchases.",3,underwire bra,1361836800,2013-02-26 00:00:00
A3FGTMTVOYENT1,B0000ANECK,SDEF,"[0, 0]","The quality of the shirt is good and what I expected.  I am 5' 9&#34; tall and 160 pounds with a 34&#34; sleeve length.  I like a bit of extra room in my shirts for freedom of movement, especially long sleeve shirts.  In a cotton shirt I usually buy a large knowing it will shrink down a bit with washing and drying.  A lot of the other reviews indicated the sizes ran a little large so I ordered a medium.A medium ran true to size and certainly was not larger than normal.  So I returned for a large and it was the perfect size for me- before washing/drying.  I removed from the dryer while still slightly damp on the heavier material sections and it still shrunk some, about 1/2 of a size.For reference, my heather gray colored shirt was made in the Domican Republic and is 90% cotton and 10% polyester.  Maybe I need to order a long and/or maybe a relaxed fit version.  But these are too expensive to experiment with sizing and I have not found any locally I could try on.",3,Decent shirt but too small for my usage,1361923200,2013-02-27 00:00:00
A2RXSMFOM9SLRQ,B0000ZFHAI,A. R. Grenier,"[1, 1]","I have these in nude and black.The nudes have lasted much longer than your standard grocery store hose, which is nice and expected for $8 hose.  I've worn them three or four times and they're still fine.The black I'm wearing now - put on for the first time and I already had to use nail polish to stop little tiny holes from growing. (My nails were filed and I wear hose all the time so I know how to put them on carefully.) It could be that these holes are just  more noticible with black.I love that these do not have the rubber elastic in them, which is hard to find and why I purchased them.However, the band is two times as long as it needs to be. Even with my garters cinched up all the way, I struggle all day making sure that the band doesn't peek out from my knee length skirt when I sit down.  That's particularly awkward for job interviews and such.",3,"Solid, but problematic",1362009600,2013-02-28 00:00:00
A1NJ4FMPNJQLIF,B0000ZEPGA,Mrs.J,"[0, 0]","I bought the black one in 34D....this bra would be fantastic if the straps were made softer as they make the skin sore by the shoulders after about 30mins of wearing it...I bought this bra thinking it would feel like another boneless Bali bra that I bought in a store, but I was just slightly disappointed when it arrived. ..but its not bad for the price...",3,Straps are uncomfortable,1367539200,2013-03-05 00:00:00
AG7EF0SVBQOUX,B00007GDD3,"WriterGirl ""WriterGirl""","[0, 0]","I wanted a burgundy to match a tote bag I have, but this is a little too dark. The style is nice, though, with lots of room for the amount of stuff I carry. I wish the credit card slots were enclosed within the pouch of the bag for more security. I ordered a credit card stacker to play it safe. Overall, it's a nice mini bag for carrying cash,cards and my smartphone.05/05: Today I tried to open the inner flap and the clasp was stuck fast and I ended up tearing it. Too bad because the red one I have is still doing fine with normal wear.",3,A little dark but still nice,1367539200,2013-03-05 00:00:00
A2EL5GW6B8LWQB,B0000ANDEI,"Bill W ""Bill W""","[2, 3]","I'm a 5'9 dude and about 180 lbs and normally wear a large in jackets and coats.  Not this baby.  I ordered the large and it sort of dwarfed me.  I'm not giving it only 3 stars for that reason however, but rather for the overall rough feeling material that the jacket is made of.  The label says &#34;Made in Mexico of US Fabrics&#34; but not sure what fabrics they were actually using, definitely not something that is going to be taken care of in a few washings.  If you want a rough and tough jacket where comfort is not an issue, then this might be the right one for you- but if you are looking for a casual outdoors type jacket that isn't stiff or uncomfortable, keep shopping.",3,Be careful when ordering this coat,1380758400,2013-03-10 00:00:00
A279F26TAKYWMA,B00005TQI7,Kriston Douglas,"[0, 0]","My daughter likes this toy, I was disappointed that the little pink phone didn't have push buttons. Other than that the toys is cute.",3,Cute,1363132800,2013-03-13 00:00:00
A2H9PP1PX1E474,B0000B35D9,spirit5,"[0, 0]","Not what I had in mind. Item was returned. I wanted a larger size hoop, and a littlle heavier. White gold is becoming more difficult to find.",3,Disappointed,1364515200,2013-03-29 00:00:00
A2284MUOR64G2F,B0000V9E3S,"Aunt Dynee ""auntdynee""","[0, 0]","A bit clunkier than some styles of Keens.  Fit a tad different, too.  I liked the style, but sent them back.  Wouldn't work for my foot with the strap placement.",3,Okay,1378252800,2013-04-09 00:00:00
A1Q718T80K520W,B00008KH9C,"Fsanyc ""Fsanyc""","[0, 1]","Not sure -- bought it for a friend who is outside USA & cannot order herself.  She obviously loves them, as this was a second order",3,Not sure -- bought it for a friend,1365811200,2013-04-13 00:00:00
A319M5UYKNLK8B,B00004SR8W,Courtney L,"[1, 1]","I bought this, but it is too large for me. If I put anything in it, it is very visible under my shirts. I ended up buying a runner's belt with a pocket and that works much easier to strap around my upper waist. I also didn't like the idea of the string around my neck being visible. Thought of it getting caught or someone seeing it and pulling it.",3,A bit too large for me,1365897600,2013-04-14 00:00:00
AE5HGZPR0FLGF,B0001YRAT4,gndg,"[0, 0]",dickies are great when they fit right. one of the problems is that they're made all over at different factories with different standards. so a size 31 is not always going to fit like a size 31.,3,so so,1367280000,2013-04-30 00:00:00
A220B791X1X9YY,B0000YEC8C,jovon,"[0, 0]","They fit pretty good, I didn't have any problems with the material snagging or tearing. I would wear them under clothing, not",3,"Good price, comfortable",1378339200,2013-05-09 00:00:00
A1LWO9EB5U03QS,B0000WL0WA,Evelyn Alton,"[0, 0]",Sizing is for tall.  I bought this for my son who is 6'4 but the size was way too big.  Maybe if he was 10 feet tall.,3,Carhartt Jacket,1368748800,2013-05-17 00:00:00
A272JDNEVXGADX,B0000ANEXJ,Y. Bijan,"[0, 0]","The sock fits well, but it doesn't stay up. The cushioning is very nice and makes the sock thick. I think it keeps my feet warm and not cool. I like to wear them around the house when my feet are tires because of the cushioning, but they aren't the summer hiking sock I wanted them to be.",3,okay,1369612800,2013-05-27 00:00:00
A72HJB6EGTR7F,B0001ZNZJM,G. Nippell,"[0, 0]","I wanted to like these, but they were too tight on the thigh, and the &#34;cup&#34; feel is a bit too tight.",3,Not a Boxer-Brief fan,1369872000,2013-05-30 00:00:00
A1H8KZYD849EKJ,B0000C321X,Erka,"[0, 0]",in the internet picture it was not looks with green light. in day light it has green light. I thought it will be dark blue .,3,its ok.,1357430400,2013-06-01 00:00:00
A3GC8ONH7LI6FN,B00012O12A,S. Blasco,"[0, 0]",I haven't had a pair of Levis for over 20 years.  These seem to have a thinner denim than I remember and the fit was a little odd.  But okay.,3,So so,1360108800,2013-06-02 00:00:00
A1RF0CB0FH2LD8,B0000BW6IN,Sivan,"[0, 0]","I have relatively small feet.. I wear a 7. These fit just fine, but they make my feet look big. I have a couple of pairs of the old New Balance 407s. These are no fashion statement, I guarantee you, but I'll give them this, they're very comfortable.",3,Look like boats,1367798400,2013-06-05 00:00:00
A1B4XE2HLWVKTH,B0001HKKPW,Jennifer Schittl,"[0, 0]",The cups on this bra seem way too larger. I ordered a 34H and the band fit well but the cups were A LOT bigger than my other bras.,3,The cup size is way too large.,1375747200,2013-06-08 00:00:00
AXH28ZY3YDPOX,B0001HKKPW,D. Pennie,"[0, 0]","I really wanted to like this bra. Well, I really wanted it to fit. I have a short torso, so the wires on this bra are simply too long, and poked me in the arm pit as soon as I sat down. If you are petite, this bra might not be the best shape/size for your frame.Despite that issue, the cup size was also a little large - I am typically a G cup, but another site recommends an F for this bra company. I would recommend trying a cup down if you are above a D size.The fabric on the bra is pretty and I love the sheer look. I would have loved to have been able to keep the bra.",3,Panache Women's Tango Ii Balconette Bra - 3251,1378425600,2013-06-09 00:00:00
A3M4OL9Q7B9TQ4,B0000BX8L1,"C. Keebler ""Hooyahdiver""","[0, 0]",This is a nice kids watch. My son loves the lizards that go around the bezel as the seconds hand. I noticed it wasn't keeping time so I put a new battery in it. Same thing so we're returning it. Too bad. We all liked it. My opinion is still not negative because I think it's likely we got a bad unit otherwise everyone would be on here complaining about it.,3,Fantastic- except it doesn't keep time....,1381017600,2013-06-10 00:00:00
A1TSCJDXEIN46A,B0000C321X,"SPRINKLE ""Sprinkle""","[0, 0]",The Levi's 501s are just a little bit to big. But with more washings  and a hot dryer they will shrink down more I'm sure. usually the size I ordered fit great but maybe they were shrink to fit in stead of original 501[s,3,Levi's,1383696000,2013-06-11 00:00:00
AJT49DOO4I4CQ,B0001455AU,reviewer007,"[0, 0]","I've been wearing this style for a couple of years now, I like that it offers very good support especially under thin t shirts, makes you look very lifted and has no padding. Unfortunately, it is kind of stiff and scratchy and the wire pokes at the ribs.",3,"Very supported, not too comfortable",1371081600,2013-06-13 00:00:00
A915A4KIZP8D5,B0000868O9,Gitte,"[0, 0]","Really cute looking bra, but a poor fit for me. I have used Bali underwire bras for years, but I've never had one that didn't fit me well. So I had to return this one to Amazon. And I have to say that I am so pleased with Amazon, the way they handle returns makes it so very easy for the customer. Thank you, Amazon!",3,Not a good fir for me,1371168000,2013-06-14 00:00:00
A383EMEAL7EF3S,B00005JSBK,"Jim ""Jim""","[0, 0]",This lock does the job when I go to the gym. It feels pretty cheap though. They dont make them like they used too.I am more concerned with not unlocking vs someone breaking it.,3,Works but quality isnt there,1371427200,2013-06-17 00:00:00
A2KWUKYM6XDC9J,B00008ECKG,SCIFi Freek,"[0, 0]","The Bra looks exactly as photgraphed. However, I was expecting a soft feel instead the fabric is very rough around the the underwire and even the cups. the straps are lined so they were ok. Couldn't wear this for more than a few hours. I donated it to Good Will",3,Very Cute but rough feeling,1371513600,2013-06-18 00:00:00
AO2DZ7WIPM74U,B0000891IO,mom12,"[0, 0]",they last pretty long and the color and length are fine. I actually have been able to wear each pair more than once.,3,they are good for work,1365292800,2013-07-04 00:00:00
A1PINFXK3HS9MS,B0001455AU,"Nancy Hooper ""&#34;WTFIGO&#34;""","[0, 0]",and then menopause hit.  But this bra lasted till then.  It was a little flimsy and the elastic started to break down more.  Fit good while it lasted,3,Fit great,1373155200,2013-07-07 00:00:00
A2Y561CNJYVPCW,B0001XVUFA,J. Leach,"[4, 4]","I finally found it!  What has to be the cheapest, flimsiest watch band ever known to western man!  That being said, you'll note I still gave this watch 3 stars.  It is what it is, as the cliche' goes.  For an $8.95 watch, this fits the bill as a work in the yard/garage knock around watch.  It is water resistant (which means oil resistant) and in spite of the smaller than expected face, it is readable and has a pleasant ""wheat"" color to it dial.Right out of the box, I saw the good and bad in this inexpensive timepiece and immediately ordered a cheap ""Swiss Type"" nylon and pleather 16mm band (from Amazon, of course).  So, for $20 I have a custom watch which I think will take a reasonable beating  thus saving wear and tear on my better watches.  It has a plastic crystal, is super lightweight and likely will not become a family heirloom.  But, it fills a need and looks decent with the addition of the better watchband.If, like me, you are a person who feels lost without a watch and need an inexpensive beater, this will fit the bill. But, I cannot emphasize enough how cheesy and cheap the band is. It takes a 16mm and if you order this watch, consider picking out a $10 band to go with it.  You will the have $20-ish  invested, so when shopping for comparable watches keep that price point in mind.  Or, if a super thin and lightweight plastic band is what you want, $8.95 on Amazon will get you into this watch, ready to wear.I hope this review is of help to you.",3,Eureka!,1375833600,2013-07-08 00:00:00
A1ZE164GHI7OVF,B0000C321X,joeyspeakshallow,"[0, 0]",Shrunk like crazy... still looks okay but I was not expecting such a dramatic change in the length. Take caution.,3,Shrunk,1386374400,2013-07-12 00:00:00
A1EJ6J6N9I7W35,B0000ANHST,Billy Hollis,"[0, 0]","I like Carhartt in general, and in fact it's my favorite brand of jeans. But this shirt was a disappointment.It was so scratchy when I opened it that I couldn't stand to wear it. I thought it might be from leftover sizing in the fabric, but it didn't get any better after washing. I even tried the ""soak in brine"" technique, which softened it a bit, but it's still scratchier than my other t-shirts. Four washings so far, and it's still scratchy, though it is getting a little better with each washing.I have other pocket t-shirts of comparable thickness from American Giant and Key. Both are much softer and more pleasant to wear than this one, even right out of the package.On the pro side, the fabric is thick, and the size is good. I've gotten medium t-shirts from department stores that shrank to uselessness after a few washings, but this one kept its size pretty well. I also like the color (I got Sand). If only it were more comfortable to wear.*** Update 6 August 2013 ***Nine washings now, and the problem is no better than after the fourth or fifth washing. It still feels prickly the moment I put it on, unlike any of my other t-shirts, including cheap department store ones.I looked at the fabric and it has a fair amount of pilling on the inside of the shirt. So it's pretty clear that the scratchiness is not going to get better. I'm ready to put this one in the grunge clothes bin. I'm guessing it was just a bad batch of cloth.They probably make these shirts in various locations. For reference, mine was made in the Dominican Republic.",3,"Did I get a bad batch? Cotton was coarse and scratchy, even after multiple washings",1374278400,2013-07-20 00:00:00
AWX2TJ079KM9G,B00020BFSE,SKI,"[0, 0]","The shoe trees where sticky and sappy, especially on the metal pieces. Hopefully this means they'll keep their cedar scent for a long time.Had to have a towel handy the first time I put them in my shoes. I had to be careful, especially with my suede shoes.",3,Good but Sappy,1374364800,2013-07-21 00:00:00
A23IJVLH846JXN,B0001WD5RC,Cheetah,"[0, 0]","Came fast, decent quality but too small for my big head. Kept them to use when gardening but won't buy any more.",3,Ok but a bit small,1374537600,2013-07-23 00:00:00
A3MU5O1170B3LB,B0001MQ60A,R. L. Frank,"[2, 2]","Let me preface this by saying they are comfortable and appear to be well made.  They have a very sturdy feel to them and provide excellent support and cushioning.So, why did I deduct two stars?  First, while I said the fit was somewhat small, this is not strictly accurate.  When they are on, they are comfortable and my toes do not contact the front of the sandal, even walking downhill.  It was only after I got them that I looked at the manufacturer's website and noticed the Fit Tip that said this style tends to run about a 1/2 size small.  That annoyed me because if it was true, they should have relabeled the boxes these sandals come in to reflect the true size. One shouldn't have to go to a website to learn this.  But, remember when I said somewhat small isn't strictly accurate?  What is wrong is the amount of space you have to get your heel into the sandal.  If you have thicker than average ankles (or if your ankles swell), getting the back strap over your heel is a chore.  The back strap needs to be about 1/4 inch longer.  That would make getting your foot into the sandal easy.  Possibly this would be solved by getting 1/2 size larger, but then I'd have a sandal larger than my feet.One last thing.  Considering Chinese pay scales and the cost of materials, these sandals are priced too high.",3,Could have been great.,1374537600,2013-07-23 00:00:00
AD6DSEZDIQ314,B0000C321X,EVGENY,"[0, 0]","Unusual material, pleasant to the touch, but it seems to him to be all stick (especially cat dander).3 stars out of 5 because it does not match the size, and sit oddly (curve seam) on the ass.",3,undecided,1357603200,2013-08-01 00:00:00
A321EKPKY1TW5N,B00008LUS5,ShortNSweet1,"[0, 0]","I bought these to wear for my fraternal organization meetings. I like the shoe, but the plastic heel is more beige in appearance than white. I'll use them for my local meetings.",3,Good For Local Meetings,1365379200,2013-08-04 00:00:00
A591P4HNXYJ0I,B00024EK0U,Joan,"[0, 0]","Great bra for when you and the girls want to make a statement, but not for long term wear as it tends to bind a bit.",3,Great for display and fun,1367971200,2013-08-05 00:00:00
A38IA71IA7H9ET,B0000ZBSBU,CM,"[0, 0]","Never wore a Leisure Bra before, so not sure if its the bra that has a problem or me.  I will wear a few more times and see if I like it better.",3,Okay,1373241600,2013-08-07 00:00:00
AT78K1ZMHDJPB,B0000TW41Y,"P. Suarez ""Soul Surfer""","[0, 0]","I only have one complaint...see those fancy studs...well they have hard nubs on them and they will ruin your wood kitchen chair!  Great pants, but dog gone...a mans gotta have breakfast, lunch and dinner! Returned just for that fact!",3,DO NOT SIT DOWN ON WOOD FURNITURE!!!,1386460800,2013-08-12 00:00:00
AG5GRQWLQABAR,B0000ZE74A,IM1LuckyWoman,"[0, 0]","...but not as good as I was expecting after reading other rave reviews.  My main complaint regards the seaming.  I can feel the seaming at the back of the crotch panel and the seaming on the side, at the waist.  Still on the hunt for the perfect plus size panty because this isn't it for me.",3,Not bad...,1376352000,2013-08-13 00:00:00
A2AA5LYB52JV,B0000Y5T7A,"Mystique ""MM""","[0, 0]","I wore it, I look good. Came hope, put it away till next time. Well, next time did not happened as it already ripped. I order plus size because I am 6' tall, and that worked.",3,Good For One Use,1376352000,2013-08-13 00:00:00
A1EV83I58WHEOX,B0001ZNZF6,Carl,"[0, 0]","I usually get the boxer brief version but ordered these by accident. Given the mesh like material which has little structure or shape I personally found these a bit too free flowing. The fabric bunched in weird ways and even though I ordered the right size it just seemed like a lot of fabric to fit into standard straight leg Levis. Maybe current boxer wearers will find these suitable, but it didn't work out for me.",3,"Ordered by accident, kept as back ups",1376438400,2013-08-14 00:00:00
A5IJ5JFMM2POQ,B00007GDD3,"Beverly ""pearlette""","[4, 4]","There are many things I do love about the purse - the size is perfect. The inside pocket is a nice size. However the upper flap that has slots for your credit cards  is exposed to the outer edge. After using this purse for a couple weeks and taking my debit card in and out, the slot became loose and my debit card slid out into the unknown and was lost. That is a major design flaw. For that reason alone, I cannot give this purse a higher rating.",3,Wanted to love this purse.,1376438400,2013-08-14 00:00:00
A3UWRQZV34509I,B0001ZNZJM,Bitey (the big one),"[0, 0]","Whatever these are made of, I don't like it. It's not that stretchy and it doesn't feel soft or super comfy. I haven't thrown them away, but I won't be getting more. And sometimes they ride up :(",3,Don't like the material,1376438400,2013-08-14 00:00:00
AU5F1CGYGPC6N,B0000B35EI,"Phyllis Le Chat ""Le Chat""","[0, 0]","The little backing piece is very difficult to get in place and attached to the post of these earrings.  It would be very easy to drop and lose, so even though I like the earrings themselves, I have to score this as only 3 instead of 4 stars.",3,Tough to Attach,1377043200,2013-08-21 00:00:00
A116Y1JDIZ81L,B00005TQI7,Khanh Ly,"[0, 0]",My daughter was in love w/this for about 5 mins (she's 2)...then she threw everything all over the place & never looked at it again.  Maybe I'll put it away & regift it to her next year.,3,Received as a gift,1377734400,2013-08-29 00:00:00
A2WNTE4YZXC84M,B0000BX8L1,neuriarnold,"[0, 0]","A mistake to buy for younger kids Igift for six year old) because so hard to make out the hands with moving lizards going round and round. an excellent design were it larger but it is smaller than expected - my fault as i didn't check the size. however it is sturdy and attractive, so i will wear it for myself at times - for fun. I didn't return as it was so inexpensive and just replaced it for intended gift, with a digital watch. haven't seen that yet.",3,JUST BARELY OK,1377734400,2013-08-29 00:00:00
A3KDMCH0B59C5F,B0001DYW64,cginnyc,"[0, 0]",Didn't feel very smooth - I saw runs in the stocking after one wear. But it was cheap so can't complain too much,3,Not very sturdy,1357689600,2013-09-01 00:00:00
A1WHCG8O7DO9VS,B0001HKKPW,erin g,"[1, 2]","i didnt realize this was in UK sizing.  it is also a sheer bra, keep that in mind.  i didnt realize from the photo that it was a sheer bra. it is also not a foam cup bra which is what i really wanted. it was pretty thought and might look nice if it fit. my fault as i didnt notice the Uk sizing. sent it back. will try again!",3,"uk sizing, sheer bra - not my cup of tea",1383955200,2013-09-11 00:00:00
A2XXQB1JS3LZ4R,B00007GDD3,"Amazon Customer ""mish""","[0, 0]","I love the length of the strap and they way that the bag is organized.  You just have to be prepared to have everything falling out all of the time.  I taught a class, and one of my students came into my class carrying my debit card saying that I dropped it in the parking lot.  I'm glad someone nice found it.",3,Needs a better way to secure items,1386547200,2013-09-12 00:00:00
AG4RER2SI9311,B0001475WG,Jackson,"[0, 0]",I washed it one time and started to have problems. When I wore it stayed in place and held everything together then I washed it and the stitching started to come loose. I had to sew some of the hooks back in place but it still worked. Maybe the idea is not to keep it on long but I wanted to wear it to work. (they say women carry themselves differently if you wear things like this under your cloths). So I needed it for longer wear which this did not stand up to all the daily movement.,3,care of the product,1379203200,2013-09-15 00:00:00
AKFVTWLRDMBYE,B0000868O9,Angie,"[0, 0]","Although the cups of my 32D fit, the back measurment is not right.  The bra will only fit around my back in the very last hook, which means that when the back stretches, the bra becomes useless because there's no where to go with the hooks.  It should have been made to fit on the very first hooks, so that I could always move in if I needed to.",3,Not good enough,1379289600,2013-09-16 00:00:00
A2GVZ5V4J3M5KN,B0000C321X,"S R ""Seth""","[0, 0]","Was a klutz on this. Missed the button fly description. My mistake, so I'm giving 3 stars. Product isn't that great either, although I'm not sure I agree with others that these jeans are too tight. Mine were quite loose at the waist, although I never washed it. Tried it on only once before returning.",3,I missed the button fly in description,1379635200,2013-09-20 00:00:00
A1RMCCXXLG362Q,B00012O12A,Ivan,"[0, 0]","The quality of this jean is somewhat lower than others Jeans like Wranglers, those are really good, this are not bad at all, but I expected a better quality",3,Quality good,1379980800,2013-09-24 00:00:00
A28LHZVSLL6IZ2,B0001ZNZJM,"Laura ""mathom_meister""","[0, 0]","I get these for my Dear Husband and they are ideal for long rides on the motorcycle.  They don't absorb moisture and dry very quickly. However, this particular style, he's not thrilled with.  I usually just get him the boxers but these were on sale so I gave them a try.",3,DH does not like this style.,1380067200,2013-09-25 00:00:00
A4CL8CX7UPPGK,B0000ZBSGU,NV Lady in Indy,"[0, 0]",I found the support of this Wacoal bra was not the same as the back closure products.  This style may work better for smaller framed and sized women.  This is the first Wacoal bra which I have needed to return.,3,Fit Not Right!,1376092800,2013-10-08 00:00:00
AEBEJQKMUZF0I,B00012O12A,Jg,"[0, 0]","Levi's are as in the past, however, the front pant pockets are much smaller than last years 505/501. Very disappointed. The big deference between Levi and Lee is the front pocket size.",3,"Levi's Men's 505 Straight (Regular) Fit Jean,Black,42x32",1381708800,2013-10-14 00:00:00
A1RTYVZ583SAMS,B000086910,bexkiefer,"[0, 0]",Bra fit and has great support but the cups have a very pointy shape which I don't like. The fabric is not the softest and can be very itchy.,3,pointy cups,1381881600,2013-10-16 00:00:00
AP6GFTO81374L,B0001HKKPW,"E Williams ""E Williams""","[0, 0]",It's kinds pretty. But not like the picture. The bra is HUGE and take up too much space. So if you were wearing a Vneck blouse/top it would show. It comes up way too high on the breast bone.,3,Big Bra,1381968000,2013-10-17 00:00:00
A1FDLATHWYP7QH,B0000UIUNE,Juanita Rackley,"[0, 0]","I got this watch in mail yesterday but am thinking of returning it.  When I tried to set the time, the stem pulled totally out.  I stuck it back in & was able to set time.  So far it's running ok.  It is very small both on face & very narrow band.  I am disappointed.",3,"Very small face & band, trouble setting time",1382227200,2013-10-20 00:00:00
A19KLWTEW9KRJ8,B0000ZFRG2,Alexis,"[0, 0]","I like the pantyhose. They seem well made, but I ordered gentle brown. There is nothing gentle about this brown. Way too dark. I will order these again, but I will be more careful with my color selection.",3,Too Dark,1382400000,2013-10-22 00:00:00
AOW12ITN8OEE1,B00012O12A,LadyBug,"[0, 0]","I like these pants, however they seem to be a lighter weight material than the usual Levi's brand jeans, somewhat disappointed as I live in the NW and would have appreciated a heavier material.",3,Nice pants...,1382659200,2013-10-25 00:00:00
A3PF6M11V5R886,B0000ANDU4,Evan,"[1, 2]","Ordered two pairs, same size. First pair fits with plenty of room, second pair I can't even button and they're too short. Both say the waist is a 33... Looks like more people are having this problem, likely has something to do with the quality control of their new outsourced plant. Won't be buying these off Amazon anymore, seeing as the size is basically a complete guess. Would recommend buying them in store where you can try on the pants first to make sure they fit. Waited too long and now I can't return them. Great pants, just wish they'd fit. This is the second time I've been disappointed with Carhartt in the last two months.",3,Sizes are all over the place,1382918400,2013-10-28 00:00:00
AFRZL05D54MPM,B0000ANDU4,JWolf,"[1, 1]","These are good, quality pants perfect for outdoor hiking. They hold up to snags on vegetation and stay dry pretty easily. I did have some difficulty with maneuverability, but I am demand so this may be attributed to the fact that these pants are tailored for men. They have worked well for me and have good pockets and warmth.",3,Quality,1382918400,2013-10-28 00:00:00
A324R4EOBKSZTT,B0001HKKPW,LW,"[0, 0]","This is a very comfortable bra, and fits me true to size (I'm a 28FF). The cups however are not lined, and the embroidered pattern, while beautiful, is noticeable under clingly clothing. I bought this thinking it could be a t-shirt bra, but there are better options out there.",3,"Comfortable, noticeable under clothing",1383091200,2013-10-30 00:00:00
A3L952YXYPR01X,B00008KI3U,Consumer1001,"[0, 0]","I wear a 32 pant in various brands, and have purchased Elance locally; these are super small fitting.  Other brands of briefs I wear a medium, or a large if I want them loose fitting.  These are like a sm/med...I've written to Jockey about this...",3,size is weird,1362960000,2013-11-03 00:00:00
AWCU5FY9CQYD,B0000ZE4ZW,SnowBird,"[0, 0]",I guess I did a &#34;1 click&#34; and it was the wrong size.  Guess I need to be more careful.  I wii not return an &#34;intimate&#34; item.  Some one in the family can use them,3,Somehow I did an OPPS,1370908800,2013-11-06 00:00:00
A2MA9N6X21LVO,B000072UMJ,"Donovan ""Meep Mop""","[0, 0]","If you want Chucks, you're gonna get Chucks. Just be aware that the support in them is pretty poor. Walking in them makes me feel like I have a high ankle sprain.",3,Looks great but uncomfortable,1384300800,2013-11-13 00:00:00
A33C54SGWSUHJ5,B00008KI3U,"Allen ""Allen""","[1, 1]",It fits pretty much how it does on the model.  Very light weight and good support.  The material seems to be so light that I have to wonder how long they will last.  Order the next size up!,3,Tighty Whitey,1384732800,2013-11-18 00:00:00
A3GPUEQZFCYNPL,B0000Y5T7A,Cucamongan,"[0, 0]","The length of each pair was unequal.  They are of a very soft material, which gives me concern on longevity.  On the plus side they are very sheer and the back seam is well made (i.e., stitched, versus woven).",3,Unequal lengths,1384819200,2013-11-19 00:00:00
A1AHDNAPSX92LQ,B0000ZBSBU,ig,"[1, 1]","The bra seemed very tight for it's stated size.  That made it a struggle to get on.  But once it was on, I completely forgot I was wearing it!  It is very comfy--but order a larger size than you may be used to wearing.  I would purchase it again , in a larger size.",3,Not The Best Fitting Bra In America,1385251200,2013-11-24 00:00:00
A1WQFGEIHAHHJZ,B0000TII0K,Kindred Kel,"[0, 0]","Beautiful watch. My only complaint it that the very top of the blue circle background is cut off, making the circle flat at that position.",3,OK,1385769600,2013-11-30 00:00:00
A27IDISCF39SW3,B00016QOTE,Sasha R.,"[0, 1]","the material is a bit too hard, and they seem to be running a little big. it is ok, especially  for the price.",3,its ok,1370995200,2013-12-06 00:00:00
A3MY4TZI3R7A1L,B0000VC1OC,"Noach Klein ""Video Editor""","[0, 0]","Got this and thought it could not be warm since it is thin.  Man, I had it on for a few minutes and was HOT.  Great Coat, warm and tough.UPDATE: After several days of backache I had to get rid of this coat.  It is very warm, but the sizes are a bit larger than the cotton version and due to the material, this coat does not bend or fold easily.  Basically every time I sat down, the top of the coat was pushing my shoulder up and hurting my neck.  The hood is nice when you're wearing it, but when you try to push it back, it hits the back of your head like a nail.",3,GREAT Coat But Hurts,1386806400,2013-12-12 00:00:00
AM4OE771QWG54,B00008ID0B,Montana Reader,"[0, 0]","How can a package of 3 pairs of panties have 3 different fits?  One was perfect, one was a tiny bit small and the other seemed just a little off center somehow.  Jockey has been my brand for a long time and I'll keep buying them, but I'll know that the fit is not consistent from pair to pair.",3,Inconsistent,1387152000,2013-12-16 00:00:00
